Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(max) [GB],Memory(avg) [GB]
/node-besu1,0.16458333333333333,0.06708333333333334,,,0.00,0.00,2.39,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,175,open_tps175,1.15,1.14
/node-besu2,0.21541666666666667,0.08125,,,0.00,0.00,1.16,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,175,open_tps175,0.640,0.639
/node-besu3,0.27791666666666665,0.08958333333333333,,,0.00,0.00,1.12,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,175,open_tps175,0.548,0.503
/node-besu4,0.12916666666666668,0.050416666666666665,,,0.00,0.00,0.289,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,200,open_tps200,0.727,0.726
/node-besu1,0.40375,0.17833333333333334,,,0.00,0.00,3.15,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,200,open_tps200,1.16,1.16
/node-besu2,0.41375,0.14333333333333334,,,0.00,0.00,1.14,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,200,open_tps200,0.641,0.640
/node-besu3,0.49333333333333335,0.20791666666666667,,,0.00,0.00,1.36,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,200,open_tps200,0.581,0.506
/node-besu4,0.08083333333333333,0.01916666666666667,,,0.00,0.00,1.13,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,225,open_tps225,0.728,0.727
/node-besu1,0.32375,0.11333333333333334,,,0.00,0.00,2.63,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,225,open_tps225,1.33,1.26
/node-besu2,0.1725,0.03958333333333333,,,0.00,0.00,1.14,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,225,open_tps225,0.641,0.641
/node-besu3,0.28541666666666665,0.10458333333333332,,,0.00,0.00,1.17,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,225,open_tps225,0.656,0.530
/node-besu4,0.014583333333333332,0.0075,,,0.00,0.00,1.67,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,250,open_tps250,0.729,0.728
/node-besu1,0.3179166666666667,0.14125000000000001,,,0.00,0.00,2.55,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,250,open_tps250,1.33,1.33
/node-besu2,0.19041666666666668,0.049999999999999996,,,0.00,0.00,0.0156,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,250,open_tps250,0.641,0.641
/node-besu3,0.15041666666666667,0.04041666666666666,,,0.00,0.00,1.36,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,250,open_tps250,0.549,0.515
/node-besu4,0.008333333333333333,0.005416666666666667,,,0.00,0.00,1.09,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,275,open_tps275,0.729,0.729
/node-besu1,0.24208333333333332,0.12041666666666667,,,0.00,0.00,2.64,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,275,open_tps275,1.34,1.34
/node-besu2,0.01375,0.0075,,,0.00,0.00,0.316,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,275,open_tps275,0.643,0.642
/node-besu3,0.01625,0.006666666666666667,,,0.00,0.00,1.22,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,275,open_tps275,0.614,0.578
/node-besu4,0.15083333333333335,0.04083333333333333,,,0.00,0.00,1.07,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,300,open_tps300,0.731,0.730
/node-besu1,0.32875,0.14041666666666666,,,0.00,0.00,2.91,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,300,open_tps300,1.34,1.34
/node-besu2,0.06583333333333334,0.01875,,,0.00,0.00,0.0352,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,300,open_tps300,0.645,0.644
/node-besu3,0.14916666666666667,0.04041666666666666,,,0.00,0.00,1.23,0.00,4n-5s-qbft-v26.2.0_20260404_151411,open,300,open_tps300,0.531,0.519
