Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [KB],Disc Read [B],Experiment,TestType,TPS,Report,Disc Write [MB]
/node-besu3,0.008333333333333333,0.0062499999999999995,0.849,0.849,0.00,0.00,88.0,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,200,query_tps200,
/node-besu1,0.03125,0.01375,1.45,1.45,0.00,0.00,320,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,200,query_tps200,
/node-besu9,0.005,0.004583333333333333,1.05,1.05,0.00,0.00,88.0,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,200,query_tps200,
/node-besu2,0.005,0.004166666666666667,0.821,0.821,0.00,0.00,92.0,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,200,query_tps200,
/node-besu5,0.005416666666666667,0.005,0.904,0.904,0.00,0.00,0.00,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,200,query_tps200,
/node-besu4,0.005416666666666667,0.004583333333333333,0.837,0.837,0.00,0.00,152,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,225,query_tps225,
/node-besu10,0.02,0.008749999999999999,0.886,0.886,0.00,0.00,92.0,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,225,query_tps225,
/node-besu6,0.017499999999999998,0.007916666666666667,0.897,0.896,0.00,0.00,120,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,225,query_tps225,
/node-besu7,0.017916666666666668,0.008333333333333333,0.945,0.945,0.00,0.00,156,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,225,query_tps225,
/node-besu8,0.017083333333333332,0.0075,0.836,0.836,0.00,0.00,92.0,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,225,query_tps225,
/node-besu3,0.017499999999999998,0.008749999999999999,0.849,0.848,0.00,0.00,92.0,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,225,query_tps225,
/node-besu1,0.03666666666666667,0.01958333333333333,1.45,1.45,0.00,0.00,240,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,225,query_tps225,
/node-besu9,0.015833333333333335,0.007083333333333334,1.05,1.05,0.00,0.00,80.0,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,225,query_tps225,
/node-besu2,0.02791666666666667,0.015833333333333335,0.821,0.821,0.00,0.00,140,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,225,query_tps225,
/node-besu5,0.015833333333333335,0.0075,0.904,0.904,0.00,0.00,0.00,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,225,query_tps225,
/node-besu4,0.005,0.004583333333333333,0.837,0.837,0.00,0.00,196,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,250,query_tps250,
/node-besu10,0.02,0.008749999999999999,0.886,0.886,0.00,0.00,136,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,250,query_tps250,
/node-besu6,0.02,0.008749999999999999,0.896,0.896,0.00,0.00,188,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,250,query_tps250,
/node-besu7,0.018333333333333333,0.008333333333333333,0.945,0.945,0.00,0.00,92.0,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,250,query_tps250,
/node-besu8,0.023333333333333334,0.01,0.836,0.835,0.00,0.00,16.0,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,250,query_tps250,
/node-besu3,0.016666666666666666,0.008333333333333333,0.848,0.848,0.00,0.00,88.0,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,250,query_tps250,
/node-besu1,0.03833333333333334,0.020833333333333332,1.45,1.45,0.00,0.00,268,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,250,query_tps250,
/node-besu9,0.01916666666666667,0.008333333333333333,1.05,1.05,0.00,0.00,152,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,250,query_tps250,
/node-besu2,0.017916666666666668,0.007916666666666667,0.821,0.821,0.00,0.00,132,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,250,query_tps250,
/node-besu5,0.01875,0.008333333333333333,0.905,0.904,0.00,0.00,100,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,250,query_tps250,
/node-besu4,0.017083333333333332,0.01375,0.837,0.837,0.00,0.00,0.00,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,275,query_tps275,
/node-besu10,0.01625,0.007916666666666667,0.885,0.885,0.00,0.00,140,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,275,query_tps275,
/node-besu6,0.004583333333333333,0.004166666666666667,0.897,0.896,0.00,0.00,144,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,275,query_tps275,
/node-besu7,0.005,0.004166666666666667,0.945,0.945,0.00,0.00,140,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,275,query_tps275,
/node-besu8,0.004583333333333333,0.00375,0.836,0.836,0.00,0.00,16.0,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,275,query_tps275,
/node-besu3,0.004583333333333333,0.00375,0.848,0.848,0.00,0.00,144,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,275,query_tps275,
/node-besu1,0.04083333333333333,0.015833333333333335,1.45,1.45,0.00,0.00,332,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,275,query_tps275,
/node-besu9,0.004166666666666667,0.00375,1.05,1.05,0.00,0.00,92.0,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,275,query_tps275,
/node-besu2,0.004583333333333333,0.004166666666666667,0.821,0.821,0.00,0.00,136,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,275,query_tps275,
/node-besu5,0.025833333333333333,0.011250000000000001,0.904,0.904,0.00,0.00,188,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,275,query_tps275,
/node-besu4,0.00375,0.0033333333333333335,0.837,0.837,0.00,0.00,0.00,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,300,query_tps300,
/node-besu10,0.03,0.022083333333333333,0.886,0.886,0.00,0.00,156,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,300,query_tps300,
/node-besu6,0.025416666666666667,0.024166666666666666,0.897,0.897,0.00,0.00,104,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,300,query_tps300,
/node-besu7,0.04833333333333333,0.024999999999999998,0.946,0.945,0.00,0.00,0.00,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,300,query_tps300,
/node-besu8,0.024166666666666666,0.02125,0.836,0.836,0.00,0.00,112,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,300,query_tps300,
/node-besu3,0.029166666666666664,0.022500000000000003,0.849,0.849,0.00,0.00,96.0,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,300,query_tps300,
/node-besu1,0.07208333333333333,0.03958333333333333,1.45,1.45,0.00,0.00,316,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,300,query_tps300,
/node-besu9,0.025416666666666667,0.022083333333333333,1.05,1.05,0.00,0.00,20.0,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,300,query_tps300,
/node-besu2,0.029583333333333333,0.02125,0.821,0.821,0.00,0.00,100,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,300,query_tps300,
/node-besu5,0.03625,0.029583333333333333,0.905,0.904,0.00,0.00,96.0,0.00,10n-5s-qbft-v26.2.0_20260404_161434,query,300,query_tps300,
