Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(avg) [GB],Disc Write [KB]
/node-besu2,0.12125000000000001,0.0325,0.736,,0.00,0.00,0.793,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,160,open_tps160,0.731,
/node-besu7,0.35708333333333336,0.09166666666666667,0.741,,0.00,0.00,0.859,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,160,open_tps160,0.739,
/node-besu8,0.4025,0.10583333333333333,0.662,,0.00,0.00,0.902,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,160,open_tps160,0.619,
/node-besu10,0.13166666666666668,0.034999999999999996,0.796,,0.00,0.00,0.00,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,160,open_tps160,0.781,
/node-besu11,0.33166666666666667,0.145,0.760,,0.00,0.00,0.00,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,160,open_tps160,0.701,
/node-besu4,0.24041666666666664,0.09958333333333334,0.669,,0.00,0.00,0.816,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,160,open_tps160,0.668,
/node-besu1,0.33499999999999996,0.14166666666666666,1.22,,0.00,0.00,1.53,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,170,open_tps170,1.21,
/node-besu9,0.32916666666666666,0.08583333333333333,1.06,,0.00,0.00,0.738,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,170,open_tps170,1.05,
/node-besu5,0.21291666666666667,0.057916666666666665,0.753,,0.00,0.00,0.801,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,170,open_tps170,0.750,
/node-besu3,0.49041666666666667,0.12625,0.707,,0.00,0.00,0.457,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,170,open_tps170,0.701,
/node-besu12,0.4291666666666667,0.11083333333333334,0.724,,0.00,0.00,0.820,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,170,open_tps170,0.717,
/node-besu6,0.20125,0.05458333333333334,0.707,,0.00,0.00,0.809,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,170,open_tps170,0.707,
/node-besu2,0.26208333333333333,0.07208333333333333,0.733,,0.00,0.00,0.738,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,170,open_tps170,0.731,
/node-besu7,0.3429166666666667,0.09250000000000001,0.829,,0.00,0.00,0.152,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,170,open_tps170,0.807,
/node-besu8,0.22958333333333333,0.06041666666666667,0.665,,0.00,0.00,0.664,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,170,open_tps170,0.664,
/node-besu10,0.3516666666666666,0.09083333333333334,0.784,,0.00,0.00,0.797,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,170,open_tps170,0.782,
/node-besu11,0.2529166666666667,0.06874999999999999,0.750,,0.00,0.00,0.00,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,170,open_tps170,0.749,
/node-besu4,0.38208333333333333,0.11291666666666667,0.672,,0.00,0.00,0.797,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,170,open_tps170,0.671,
/node-besu1,0.3045833333333333,0.10916666666666668,1.22,,0.00,0.00,0.746,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,180,open_tps180,1.22,
/node-besu9,0.07791666666666668,0.02791666666666667,1.06,,0.00,0.00,0.738,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,180,open_tps180,1.06,
/node-besu5,0.020416666666666666,0.008749999999999999,0.755,,0.00,0.00,0.496,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,180,open_tps180,0.754,
/node-besu3,0.011666666666666667,0.007083333333333334,0.701,,0.00,0.00,0.387,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,180,open_tps180,0.701,
/node-besu12,0.017083333333333332,0.008749999999999999,0.725,,0.00,0.00,0.465,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,180,open_tps180,0.725,
/node-besu6,0.025416666666666667,0.010416666666666666,0.708,,0.00,0.00,0.711,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,180,open_tps180,0.708,
/node-besu2,0.013333333333333334,0.006666666666666667,0.733,,0.00,0.00,0.734,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,180,open_tps180,0.733,
/node-besu7,0.005416666666666667,0.00375,0.831,,0.00,0.00,1.02,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,180,open_tps180,0.830,
/node-besu8,0.018333333333333333,0.010416666666666666,0.744,,0.00,0.00,0.734,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,180,open_tps180,0.712,
/node-besu10,0.03375,0.013333333333333334,0.813,,0.00,0.00,0.434,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,180,open_tps180,0.794,
/node-besu11,0.010833333333333334,0.005833333333333334,0.751,,0.00,0.00,0.367,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,180,open_tps180,0.750,
/node-besu4,0.028749999999999998,0.011666666666666667,0.742,,0.00,0.00,0.758,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,180,open_tps180,0.695,
/node-besu1,0.06874999999999999,0.024999999999999998,1.22,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,190,open_tps190,1.22,544
/node-besu9,0.044583333333333336,0.017499999999999998,1.06,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,190,open_tps190,1.06,672
/node-besu5,0.055,0.02125,0.756,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,190,open_tps190,0.755,392
/node-besu3,0.04708333333333333,0.01916666666666667,0.702,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,190,open_tps190,0.702,160
/node-besu12,0.03833333333333334,0.015,0.727,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,190,open_tps190,0.726,748
/node-besu6,0.04083333333333333,0.017083333333333332,0.785,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,190,open_tps190,0.770,728
/node-besu2,0.050833333333333335,0.01916666666666667,0.735,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,190,open_tps190,0.735,740
/node-besu7,0.03625,0.014166666666666668,0.832,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,190,open_tps190,0.832,924
/node-besu8,0.034166666666666665,0.015,0.728,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,190,open_tps190,0.728,720
/node-besu10,0.04083333333333333,0.017083333333333332,0.883,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,190,open_tps190,0.878,16.0
/node-besu11,0.04125,0.01916666666666667,0.752,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,190,open_tps190,0.751,500
/node-besu4,0.1025,0.049999999999999996,0.746,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,190,open_tps190,0.745,760
/node-besu1,0.09875,0.03666666666666667,1.22,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,200,open_tps200,1.22,168
/node-besu9,0.09375,0.041666666666666664,1.06,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,200,open_tps200,1.06,732
/node-besu5,0.042916666666666665,0.02125,0.757,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,200,open_tps200,0.757,580
/node-besu3,0.09583333333333333,0.049999999999999996,0.703,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,200,open_tps200,0.703,968
/node-besu12,0.08208333333333333,0.04,0.728,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,200,open_tps200,0.728,724
/node-besu6,0.10041666666666667,0.05125,0.786,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,200,open_tps200,0.785,776
/node-besu2,0.09125,0.0425,0.736,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,200,open_tps200,0.736,728
/node-besu7,0.10208333333333335,0.04708333333333333,0.834,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,200,open_tps200,0.833,748
/node-besu8,0.09625,0.04541666666666667,0.729,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,200,open_tps200,0.729,712
/node-besu10,0.14916666666666667,0.06125,0.884,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,200,open_tps200,0.884,16.0
/node-besu11,0.10458333333333332,0.04708333333333333,0.752,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,200,open_tps200,0.752,608
/node-besu4,0.09250000000000001,0.049166666666666664,0.746,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,200,open_tps200,0.746,748
/node-besu1,0.03666666666666667,0.023333333333333334,1.21,,0.00,0.00,1.19,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,210,open_tps210,1.21,
/node-besu9,0.2891666666666667,0.09875,1.06,,0.00,0.00,0.664,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,210,open_tps210,1.06,
/node-besu5,0.30291666666666667,0.10416666666666667,0.758,,0.00,0.00,0.668,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,210,open_tps210,0.758,
/node-besu3,0.2841666666666667,0.09708333333333334,0.705,,0.00,0.00,0.719,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,210,open_tps210,0.705,
/node-besu12,0.24833333333333332,0.08583333333333333,0.729,,0.00,0.00,0.703,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,210,open_tps210,0.729,
/node-besu6,0.29875,0.10333333333333333,0.800,,0.00,0.00,0.703,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,210,open_tps210,0.796,
/node-besu2,0.3020833333333333,0.10541666666666666,0.739,,0.00,0.00,0.734,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,210,open_tps210,0.738,
/node-besu7,0.29541666666666666,0.1025,0.835,,0.00,0.00,0.695,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,210,open_tps210,0.835,
/node-besu8,0.32875,0.11291666666666667,0.730,,0.00,0.00,0.719,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,210,open_tps210,0.730,
/node-besu10,0.3154166666666667,0.1075,0.886,,0.00,0.00,0.0156,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,210,open_tps210,0.885,
/node-besu11,0.26833333333333337,0.09166666666666667,0.754,,0.00,0.00,0.00,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,210,open_tps210,0.753,
/node-besu4,0.2304166666666667,0.07875,0.747,,0.00,0.00,0.730,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,210,open_tps210,0.747,
/node-besu1,0.34833333333333333,0.11916666666666666,1.22,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,220,open_tps220,1.21,820
/node-besu9,0.029583333333333333,0.014166666666666668,1.06,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,220,open_tps220,1.06,728
/node-besu5,0.05458333333333334,0.024999999999999998,0.758,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,220,open_tps220,0.758,664
/node-besu3,0.0275,0.017499999999999998,0.706,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,220,open_tps220,0.706,712
/node-besu12,0.043750000000000004,0.021666666666666667,0.730,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,220,open_tps220,0.729,656
/node-besu6,0.03791666666666667,0.01625,0.801,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,220,open_tps220,0.801,744
/node-besu2,0.05833333333333333,0.030416666666666665,0.739,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,220,open_tps220,0.739,728
/node-besu7,0.01916666666666667,0.011666666666666667,0.836,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,220,open_tps220,0.835,704
/node-besu8,0.02,0.014166666666666668,0.730,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,220,open_tps220,0.730,720
/node-besu10,0.017916666666666668,0.007916666666666667,0.886,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,220,open_tps220,0.886,636
/node-besu11,0.023749999999999997,0.01625,0.755,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,220,open_tps220,0.755,0.00
/node-besu4,0.04708333333333333,0.02291666666666667,0.748,,0.00,0.00,,0.00,12n-5s-qbft-v26.2.0_20260330_224545,open,220,open_tps220,0.748,684
