Name,CPU%(max),CPU%(avg),Memory(max) [MB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(max) [GB],Memory(avg) [GB]
/node-besu4,0.7266666666666667,0.18375,,,0.00,0.00,0.00,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,160,open_tps160,0.620,0.615
/node-besu1,0.38999999999999996,0.15166666666666667,,,0.00,0.00,1.27,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,170,open_tps170,1.28,1.17
/node-besu2,0.04416666666666667,0.021666666666666667,,,0.00,0.00,0.00,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,170,open_tps170,0.663,0.662
/node-besu6,0.055,0.015833333333333335,,,0.00,0.00,0.746,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,170,open_tps170,0.630,0.628
/node-besu3,0.005,0.00375,,,0.00,0.00,0.734,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,170,open_tps170,0.654,0.648
/node-besu5,0.07583333333333334,0.023749999999999997,,,0.00,0.00,0.723,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,170,open_tps170,0.631,0.630
/node-besu4,0.037083333333333336,0.015833333333333335,,,0.00,0.00,0.375,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,170,open_tps170,0.621,0.620
/node-besu1,0.24166666666666667,0.06666666666666667,,,0.00,0.00,1.05,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,180,open_tps180,1.31,1.29
/node-besu2,0.755,0.19083333333333333,,,0.00,0.00,0.668,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,180,open_tps180,0.714,0.686
/node-besu6,0.17375,0.04583333333333334,,,0.00,0.00,0.656,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,180,open_tps180,0.631,0.630
/node-besu3,0.023333333333333334,0.011250000000000001,,,0.00,0.00,0.699,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,180,open_tps180,0.815,0.769
/node-besu5,0.009583333333333334,0.005,,,0.00,0.00,0.652,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,180,open_tps180,0.632,0.632
/node-besu4,0.009583333333333334,0.004583333333333333,,,0.00,0.00,0.512,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,180,open_tps180,0.623,0.622
/node-besu1,0.2504166666666667,0.08541666666666665,,,0.00,0.00,1.57,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,190,open_tps190,1.31,1.31
/node-besu2,0.007083333333333334,0.004166666666666667,,,0.00,0.00,0.699,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,190,open_tps190,0.684,0.684
/node-besu6,0.0075,0.004166666666666667,,,0.00,0.00,0.707,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,190,open_tps190,0.632,0.632
/node-besu3,0.0033333333333333335,0.002916666666666667,,,0.00,0.00,0.676,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,190,open_tps190,0.805,0.805
/node-besu5,0.004166666666666667,0.0033333333333333335,,,0.00,0.00,0.699,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,190,open_tps190,0.633,0.633
/node-besu4,0.010416666666666666,0.004583333333333333,,,0.00,0.00,0.680,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,190,open_tps190,0.686,0.670
/node-besu1,0.42,0.11041666666666666,,,0.00,0.00,1.35,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,200,open_tps200,1.33,1.33
/node-besu2,0.22875,0.06,,,0.00,0.00,0.703,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,200,open_tps200,0.685,0.685
/node-besu6,0.0075,0.004166666666666667,,,0.00,0.00,0.0547,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,200,open_tps200,0.634,0.633
/node-besu3,0.00375,0.002916666666666667,,,0.00,0.00,0.715,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,200,open_tps200,0.806,0.806
/node-besu5,0.00375,0.0033333333333333335,,,0.00,0.00,0.730,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,200,open_tps200,0.634,0.634
/node-besu4,0.005833333333333334,0.00375,,,0.00,0.00,0.824,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,200,open_tps200,0.687,0.687
/node-besu1,0.35958333333333337,0.09499999999999999,,,0.00,0.00,1.14,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,210,open_tps210,1.33,1.33
/node-besu2,0.0325,0.015416666666666667,,,0.00,0.00,0.746,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,210,open_tps210,0.686,0.686
/node-besu6,0.03125,0.01,,,0.00,0.00,0.359,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,210,open_tps210,0.635,0.634
/node-besu3,0.018333333333333333,0.006666666666666667,,,0.00,0.00,0.699,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,210,open_tps210,0.807,0.806
/node-besu5,0.025416666666666667,0.01,,,0.00,0.00,0.711,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,210,open_tps210,0.634,0.634
/node-besu4,0.02125,0.0075,,,0.00,0.00,0.684,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,210,open_tps210,0.688,0.688
/node-besu1,0.36333333333333334,0.09499999999999999,,,0.00,0.00,1.41,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,220,open_tps220,1.34,1.34
/node-besu2,0.004166666666666667,0.0033333333333333335,,,0.00,0.00,0.605,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,220,open_tps220,0.687,0.686
/node-besu6,0.0033333333333333335,0.002916666666666667,,,0.00,0.00,0.992,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,220,open_tps220,0.634,0.634
/node-besu3,0.002916666666666667,0.002916666666666667,,,0.00,0.00,0.605,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,220,open_tps220,0.807,0.807
/node-besu5,0.004166666666666667,0.0033333333333333335,,,0.00,0.00,0.641,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,220,open_tps220,0.635,0.635
/node-besu4,0.002916666666666667,0.002916666666666667,,,0.00,0.00,0.602,0.00,6n-10s-qbft-v26.2.0_20260331_000933,open,220,open_tps220,0.688,0.688
