Name,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [MB],Traffic In [B],Traffic Out [B],Disc Write [MB],Disc Read [B],Experiment,TestType,TPS,Report,Memory(avg) [GB],Disc Write [KB]
/node-besu1,0.65,0.16541666666666668,1.21,,0.00,0.00,,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,170,open_tps170,1.20,984
/node-besu5,0.5383333333333333,0.13708333333333333,0.703,,0.00,0.00,,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,170,open_tps170,0.676,912
/node-besu2,0.6320833333333333,0.16083333333333333,0.594,,0.00,0.00,,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,170,open_tps170,0.535,804
/node-besu3,0.08041666666666666,0.02291666666666667,0.654,,0.00,0.00,,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,170,open_tps170,0.606,656
/node-besu4,0.105,0.03125,0.702,,0.00,0.00,0.684,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,180,open_tps180,0.702,
/node-besu6,0.005833333333333334,0.00375,0.551,,0.00,0.00,0.168,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,180,open_tps180,0.494,
/node-besu1,0.2325,0.06083333333333333,1.22,,0.00,0.00,1.59,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,180,open_tps180,1.22,
/node-besu5,0.012916666666666667,0.005,0.683,,0.00,0.00,0.703,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,180,open_tps180,0.682,
/node-besu2,0.007083333333333334,0.004166666666666667,0.604,,0.00,0.00,0.633,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,180,open_tps180,0.511,
/node-besu3,0.00375,0.002916666666666667,0.671,,0.00,0.00,0.539,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,180,open_tps180,0.664,
/node-besu4,0.11708333333333333,0.03166666666666667,0.704,,0.00,0.00,0.563,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,190,open_tps190,0.703,
/node-besu6,0.2725,0.07041666666666667,0.497,,0.00,0.00,0.727,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,190,open_tps190,0.476,
/node-besu1,0.225,0.065,1.22,,0.00,0.00,1.40,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,190,open_tps190,1.22,
/node-besu5,0.047499999999999994,0.014166666666666668,0.684,,0.00,0.00,0.867,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,190,open_tps190,0.683,
/node-besu2,0.01,0.005,0.589,,0.00,0.00,0.00,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,190,open_tps190,0.554,
/node-besu3,0.012499999999999999,0.005416666666666667,0.672,,0.00,0.00,0.398,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,190,open_tps190,0.671,
/node-besu4,0.01916666666666667,0.009166666666666667,0.704,,0.00,0.00,0.680,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,200,open_tps200,0.704,
/node-besu6,0.06999999999999999,0.04,0.615,,0.00,0.00,0.988,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,200,open_tps200,0.496,
/node-besu1,0.23375,0.06625,1.23,,0.00,0.00,1.54,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,200,open_tps200,1.23,
/node-besu5,0.01625,0.0062499999999999995,0.684,,0.00,0.00,0.215,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,200,open_tps200,0.684,
/node-besu2,0.017083333333333332,0.006666666666666667,0.603,,0.00,0.00,0.824,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,200,open_tps200,0.545,
/node-besu3,0.021666666666666667,0.0075,0.673,,0.00,0.00,0.758,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,200,open_tps200,0.673,
/node-besu4,0.31708333333333333,0.1075,0.705,,0.00,0.00,0.00,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,210,open_tps210,0.705,
/node-besu6,0.04,0.015416666666666667,0.502,,0.00,0.00,0.0156,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,210,open_tps210,0.491,
/node-besu1,0.32166666666666666,0.11041666666666666,1.23,,0.00,0.00,1.12,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,210,open_tps210,1.23,
/node-besu5,0.041666666666666664,0.01625,0.687,,0.00,0.00,1.07,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,210,open_tps210,0.686,
/node-besu2,0.024999999999999998,0.010416666666666666,0.505,,0.00,0.00,0.871,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,210,open_tps210,0.502,
/node-besu3,0.028333333333333335,0.011250000000000001,0.674,,0.00,0.00,0.719,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,210,open_tps210,0.674,
/node-besu4,0.21458333333333335,0.07375,0.705,,0.00,0.00,0.00,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,220,open_tps220,0.705,
/node-besu6,0.08625,0.03125,0.510,,0.00,0.00,0.0156,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,220,open_tps220,0.502,
/node-besu1,0.22583333333333333,0.0775,1.23,,0.00,0.00,1.31,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,220,open_tps220,1.23,
/node-besu5,0.023749999999999997,0.01,0.687,,0.00,0.00,0.281,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,220,open_tps220,0.687,
/node-besu2,0.022500000000000003,0.01,0.506,,0.00,0.00,0.703,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,220,open_tps220,0.505,
/node-besu3,0.01375,0.0062499999999999995,0.674,,0.00,0.00,0.676,0.00,6n-10s-ibft-v26.2.0_20260331_011823,open,220,open_tps220,0.674,
